Datum;Gemeentecode;Aantal
2020-04-12;85;1
2020-04-12;86;5
2020-04-12;90;6
2020-04-12;98;2
2020-04-12;106;10
2020-04-12;109;9
2020-04-12;114;13
2020-04-12;118;10
2020-04-12;119;5
2020-04-12;141;18
2020-04-12;147;13
2020-04-12;148;15
2020-04-12;150;35
2020-04-12;153;46
2020-04-12;158;13
2020-04-12;160;18
2020-04-12;163;7
2020-04-12;164;16
2020-04-12;166;47
2020-04-12;168;6
2020-04-12;171;9
2020-04-12;173;14
2020-04-12;175;7
2020-04-12;177;20
2020-04-12;180;7
2020-04-12;183;10
2020-04-12;184;19
2020-04-12;189;4
2020-04-12;193;44
2020-04-12;197;1
2020-04-12;200;37
2020-04-12;202;50
2020-04-12;203;12
2020-04-12;209;18
2020-04-12;213;9
2020-04-12;214;7
2020-04-12;216;20
2020-04-12;221;5
2020-04-12;222;10
2020-04-12;225;19
2020-04-12;226;10
2020-04-12;228;49
2020-04-12;230;11
2020-04-12;232;18
2020-04-12;233;16
2020-04-12;243;15
2020-04-12;244;10
2020-04-12;246;24
2020-04-12;252;16
2020-04-12;262;9
2020-04-12;263;15
2020-04-12;267;21
2020-04-12;268;109
2020-04-12;269;22
2020-04-12;273;3
2020-04-12;274;14
2020-04-12;275;31
2020-04-12;277;1
2020-04-12;279;3
2020-04-12;281;34
2020-04-12;285;10
2020-04-12;289;11
2020-04-12;293;9
2020-04-12;294;3
2020-04-12;296;36
2020-04-12;297;17
2020-04-12;299;36
2020-04-12;301;17
2020-04-12;302;28
2020-04-12;303;19
2020-04-12;307;48
2020-04-12;308;7
2020-04-12;310;19
2020-04-12;312;7
2020-04-12;313;4
2020-04-12;317;1
2020-04-12;321;18
2020-04-12;327;7
2020-04-12;331;17
2020-04-12;335;12
2020-04-12;339;4
2020-04-12;340;3
2020-04-12;342;19
2020-04-12;344;156
2020-04-12;345;30
2020-04-12;351;7
2020-04-12;352;7
2020-04-12;353;30
2020-04-12;355;27
2020-04-12;356;29
2020-04-12;358;7
2020-04-12;361;45
2020-04-12;362;42
2020-04-12;363;355
2020-04-12;370;4
2020-04-12;373;16
2020-04-12;375;14
2020-04-12;376;5
2020-04-12;377;5
2020-04-12;383;13
2020-04-12;384;4
2020-04-12;385;19
2020-04-12;388;17
2020-04-12;392;50
2020-04-12;394;51
2020-04-12;396;21
2020-04-12;397;8
2020-04-12;398;22
2020-04-12;399;9
2020-04-12;400;8
2020-04-12;402;21
2020-04-12;405;23
2020-04-12;406;17
2020-04-12;415;3
2020-04-12;416;15
2020-04-12;417;8
2020-04-12;420;14
2020-04-12;431;8
2020-04-12;432;1
2020-04-12;437;5
2020-04-12;439;55
2020-04-12;441;16
2020-04-12;448;3
2020-04-12;450;3
2020-04-12;451;12
2020-04-12;453;25
2020-04-12;457;9
2020-04-12;473;8
2020-04-12;479;88
2020-04-12;482;8
2020-04-12;484;48
2020-04-12;489;27
2020-04-12;498;2
2020-04-12;501;11
2020-04-12;502;31
2020-04-12;503;36
2020-04-12;505;61
2020-04-12;512;14
2020-04-12;513;29
2020-04-12;518;200
2020-04-12;523;1
2020-04-12;530;11
2020-04-12;531;5
2020-04-12;532;16
2020-04-12;534;6
2020-04-12;537;17
2020-04-12;542;6
2020-04-12;546;31
2020-04-12;547;9
2020-04-12;553;5
2020-04-12;556;14
2020-04-12;569;7
2020-04-12;575;12
2020-04-12;579;6
2020-04-12;589;21
2020-04-12;590;7
2020-04-12;597;28
2020-04-12;599;275
2020-04-12;603;17
2020-04-12;606;30
2020-04-12;610;6
2020-04-12;613;8
2020-04-12;614;6
2020-04-12;622;27
2020-04-12;626;9
2020-04-12;627;11
2020-04-12;629;7
2020-04-12;632;37
2020-04-12;637;34
2020-04-12;638;2
2020-04-12;642;12
2020-04-12;654;4
2020-04-12;664;9
2020-04-12;668;11
2020-04-12;677;8
2020-04-12;678;2
2020-04-12;687;13
2020-04-12;703;4
2020-04-12;715;19
2020-04-12;716;34
2020-04-12;717;5
2020-04-12;718;8
2020-04-12;736;26
2020-04-12;737;4
2020-04-12;743;11
2020-04-12;744;1
2020-04-12;748;17
2020-04-12;753;27
2020-04-12;755;29
2020-04-12;756;17
2020-04-12;757;17
2020-04-12;758;136
2020-04-12;762;48
2020-04-12;765;4
2020-04-12;766;15
2020-04-12;770;19
2020-04-12;772;122
2020-04-12;777;36
2020-04-12;779;9
2020-04-12;784;17
2020-04-12;785;24
2020-04-12;786;17
2020-04-12;788;15
2020-04-12;794;66
2020-04-12;796;106
2020-04-12;797;36
2020-04-12;798;6
2020-04-12;809;20
2020-04-12;815;9
2020-04-12;820;13
2020-04-12;823;10
2020-04-12;824;16
2020-04-12;826;34
2020-04-12;828;112
2020-04-12;840;7
2020-04-12;845;27
2020-04-12;847;24
2020-04-12;848;25
2020-04-12;851;11
2020-04-12;852;12
2020-04-12;855;158
2020-04-12;856;88
2020-04-12;858;13
2020-04-12;861;21
2020-04-12;865;35
2020-04-12;866;5
2020-04-12;867;23
2020-04-12;873;4
2020-04-12;879;16
2020-04-12;880;16
2020-04-12;882;36
2020-04-12;888;12
2020-04-12;889;19
2020-04-12;893;6
2020-04-12;899;32
2020-04-12;907;14
2020-04-12;917;92
2020-04-12;928;46
2020-04-12;935;128
2020-04-12;938;13
2020-04-12;944;5
2020-04-12;946;27
2020-04-12;957;48
2020-04-12;965;17
2020-04-12;971;36
2020-04-12;981;9
2020-04-12;983;113
2020-04-12;984;35
2020-04-12;986;13
2020-04-12;988;55
2020-04-12;994;13
2020-04-12;995;42
2020-04-12;1507;40
2020-04-12;1509;7
2020-04-12;1525;12
2020-04-12;1581;21
2020-04-12;1586;6
2020-04-12;1598;6
2020-04-12;1621;30
2020-04-12;1640;52
2020-04-12;1641;21
2020-04-12;1652;66
2020-04-12;1655;11
2020-04-12;1658;12
2020-04-12;1659;31
2020-04-12;1667;7
2020-04-12;1669;25
2020-04-12;1674;18
2020-04-12;1676;9
2020-04-12;1680;1
2020-04-12;1681;2
2020-04-12;1684;9
2020-04-12;1685;28
2020-04-12;1690;8
2020-04-12;1695;1
2020-04-12;1696;7
2020-04-12;1699;2
2020-04-12;1700;9
2020-04-12;1701;6
2020-04-12;1702;18
2020-04-12;1705;24
2020-04-12;1706;56
2020-04-12;1708;10
2020-04-12;1709;9
2020-04-12;1711;35
2020-04-12;1714;7
2020-04-12;1719;17
2020-04-12;1721;76
2020-04-12;1723;15
2020-04-12;1724;10
2020-04-12;1728;14
2020-04-12;1729;13
2020-04-12;1730;7
2020-04-12;1731;6
2020-04-12;1734;52
2020-04-12;1735;14
2020-04-12;1740;30
2020-04-12;1742;22
2020-04-12;1771;23
2020-04-12;1773;9
2020-04-12;1774;17
2020-04-12;1783;40
2020-04-12;1842;3
2020-04-12;1859;2
2020-04-12;1876;5
2020-04-12;1883;91
2020-04-12;1884;6
2020-04-12;1891;2
2020-04-12;1892;17
2020-04-12;1894;133
2020-04-12;1895;2
2020-04-12;1896;30
2020-04-12;1900;16
2020-04-12;1901;7
2020-04-12;1903;46
2020-04-12;1904;26
2020-04-12;1911;26
2020-04-12;1916;17
2020-04-12;1924;46
2020-04-12;1926;18
2020-04-12;1930;32
2020-04-12;1931;37
2020-04-12;1940;13
2020-04-12;1942;21
2020-04-12;1945;29
2020-04-12;1948;165
2020-04-12;1949;6
2020-04-12;1950;5
2020-04-12;1952;6
2020-04-12;1954;36
2020-04-12;1955;8
2020-04-12;1959;25
2020-04-12;1960;29
2020-04-12;1961;20
2020-04-12;1963;64
2020-04-12;1966;7
2020-04-12;1969;13
2020-04-12;1970;5
2020-04-12;1978;16
2020-04-13;3;2
2020-04-13;10;5
2020-04-13;14;16
2020-04-13;34;94
2020-04-13;37;2
2020-04-13;47;2
2020-04-13;50;8
2020-04-13;72;3
2020-04-13;74;12
2020-04-13;80;31
2020-04-13;85;1
2020-04-13;86;5
2020-04-13;90;6
2020-04-13;98;2
2020-04-13;106;10
2020-04-13;109;9
2020-04-13;114;13
2020-04-13;118;10
2020-04-13;119;5
2020-04-13;141;18
2020-04-13;147;13
2020-04-13;148;15
2020-04-13;150;36
2020-04-13;153;46
2020-04-13;158;13
2020-04-13;160;18
2020-04-13;163;7
2020-04-13;164;16
2020-04-13;166;47
2020-04-13;168;6
2020-04-13;171;9
2020-04-13;173;14
2020-04-13;175;7
2020-04-13;177;20
2020-04-13;180;7
2020-04-13;183;10
2020-04-13;184;19
2020-04-13;189;4
2020-04-13;193;46
2020-04-13;197;2
2020-04-13;200;38
2020-04-13;202;50
2020-04-13;203;12
2020-04-13;209;18
2020-04-13;213;9
2020-04-13;214;7
2020-04-13;216;20
2020-04-13;221;5
2020-04-13;222;10
2020-04-13;225;19
2020-04-13;226;10
2020-04-13;228;49
2020-04-13;230;11
2020-04-13;232;18
2020-04-13;233;16
2020-04-13;243;15
2020-04-13;244;10
2020-04-13;246;25
2020-04-13;252;16
2020-04-13;262;9
2020-04-13;263;15
2020-04-13;267;21
2020-04-13;268;109
2020-04-13;269;22
2020-04-13;273;3
2020-04-13;274;14
2020-04-13;275;31
2020-04-13;277;1
2020-04-13;279;3
2020-04-13;281;34
2020-04-13;285;10
2020-04-13;289;13
2020-04-13;293;9
2020-04-13;294;3
2020-04-13;296;36
2020-04-13;297;17
2020-04-13;299;38
2020-04-13;301;17
2020-04-13;302;28
2020-04-13;303;21
2020-04-13;307;48
2020-04-13;308;8
2020-04-13;310;19
2020-04-13;312;7
2020-04-13;313;4
2020-04-13;317;1
2020-04-13;321;18
2020-04-13;327;7
2020-04-13;331;17
2020-04-13;335;12
2020-04-13;339;4
2020-04-13;340;3
2020-04-13;342;19
2020-04-13;344;158
2020-04-13;345;30
2020-04-13;351;8
2020-04-13;352;7
2020-04-13;353;30
2020-04-13;355;29
2020-04-13;356;30
2020-04-13;358;7
2020-04-13;361;47
2020-04-13;362;42
2020-04-13;363;368
2020-04-13;370;4
2020-04-13;373;16
2020-04-13;375;15
2020-04-13;376;5
2020-04-13;377;5
2020-04-13;383;13
2020-04-13;384;4
2020-04-13;385;19
2020-04-13;388;17
2020-04-13;392;52
2020-04-13;394;51
2020-04-13;396;21
2020-04-13;397;9
2020-04-13;398;22
2020-04-13;399;9
2020-04-13;400;8
2020-04-13;402;21
2020-04-13;405;23
2020-04-13;406;17
2020-04-13;415;3
2020-04-13;416;15
2020-04-13;417;8
2020-04-13;420;14
2020-04-13;431;8
2020-04-13;432;1
2020-04-13;437;5
2020-04-13;439;55
2020-04-13;441;16
2020-04-13;448;3
2020-04-13;450;4
2020-04-13;451;12
2020-04-13;453;25
2020-04-13;457;9
2020-04-13;473;9
2020-04-13;479;88
2020-04-13;482;8
2020-04-13;484;49
2020-04-13;489;28
2020-04-13;498;2
2020-04-13;501;11
2020-04-13;502;31
2020-04-13;503;36
2020-04-13;505;61
2020-04-13;512;14
2020-04-13;513;30
2020-04-13;518;207
2020-04-13;523;1
2020-04-13;530;11
2020-04-13;531;5
2020-04-13;532;16
2020-04-13;534;6
2020-04-13;537;17
2020-04-13;542;8
2020-04-13;546;32
2020-04-13;547;9
2020-04-13;553;5
2020-04-13;556;14
2020-04-13;569;7
2020-04-13;575;13
2020-04-13;579;6
2020-04-13;589;21
2020-04-13;590;7
2020-04-13;597;29
2020-04-13;599;282
2020-04-13;603;17
2020-04-13;606;33
2020-04-13;610;6
2020-04-13;613;8
2020-04-13;614;6
2020-04-13;622;27
2020-04-13;626;9
2020-04-13;627;11
2020-04-13;629;7
2020-04-13;632;39
2020-04-13;637;36
2020-04-13;638;2
2020-04-13;642;12
2020-04-13;654;4
2020-04-13;664;9
2020-04-13;668;12
2020-04-13;677;8
2020-04-13;678;2
2020-04-13;687;13
2020-04-13;703;4
2020-04-13;715;19
2020-04-13;716;34
2020-04-13;717;5
2020-04-13;718;8
2020-04-13;736;26
2020-04-13;737;4
2020-04-13;743;12
2020-04-13;744;1
2020-04-13;748;17
2020-04-13;753;31
2020-04-13;755;31
2020-04-13;756;17
2020-04-13;757;17
2020-04-13;758;137
2020-04-13;762;50
2020-04-13;765;4
2020-04-13;766;15
2020-04-13;770;20
2020-04-13;772;133
2020-04-13;777;37
2020-04-13;779;9
2020-04-13;784;17
2020-04-13;785;24
2020-04-13;786;17
2020-04-13;788;15
2020-04-13;794;74
2020-04-13;796;106
2020-04-13;797;36
2020-04-13;798;6
2020-04-13;809;20
2020-04-13;815;9
2020-04-13;820;13
2020-04-13;823;12
2020-04-13;824;16
2020-04-13;826;34
2020-04-13;828;112
2020-04-13;840;7
2020-04-13;845;28
2020-04-13;847;26
2020-04-13;848;27
2020-04-13;851;11
2020-04-13;852;12
2020-04-13;855;158
2020-04-13;856;88
2020-04-13;858;13
2020-04-13;861;23
2020-04-13;865;36
2020-04-13;866;5
2020-04-13;867;23
2020-04-13;873;4
2020-04-13;879;16
2020-04-13;880;16
2020-04-13;882;36
2020-04-13;888;13
2020-04-13;889;19
2020-04-13;893;6
2020-04-13;899;32
2020-04-13;907;14
2020-04-13;917;92
2020-04-13;928;46
2020-04-13;935;128
2020-04-13;938;13
2020-04-13;944;5
2020-04-13;946;28
2020-04-13;957;48
2020-04-13;965;17
2020-04-13;971;36
2020-04-13;981;9
2020-04-13;983;115
2020-04-13;984;35
2020-04-13;986;13
2020-04-13;988;55
2020-04-13;994;13
2020-04-13;995;43
2020-04-13;1507;40
2020-04-13;1509;8
2020-04-13;1525;12
2020-04-13;1581;21
2020-04-13;1586;8
2020-04-13;1598;6
2020-04-13;1621;30
2020-04-13;1640;52
2020-04-13;1641;21
2020-04-13;1652;67
2020-04-13;1655;11
2020-04-13;1658;12
2020-04-13;1659;33
2020-04-13;1667;8
2020-04-13;1669;25
2020-04-13;1674;19
2020-04-13;1676;9
2020-04-13;1680;1
2020-04-13;1681;2
2020-04-13;1684;9
2020-04-13;1685;29
2020-04-13;1690;8
2020-04-13;1695;1
2020-04-13;1696;7
2020-04-13;1699;2
2020-04-13;1700;9
2020-04-13;1701;6
2020-04-13;1702;18
2020-04-13;1705;24
2020-04-13;1706;57
2020-04-13;1708;11
2020-04-13;1709;9
2020-04-13;1711;35
2020-04-13;1714;7
2020-04-13;1719;17
2020-04-13;1721;76
2020-04-13;1723;15
2020-04-13;1724;12
2020-04-13;1728;15
2020-04-13;1729;13
2020-04-13;1730;7
2020-04-13;1731;6
2020-04-13;1734;52
2020-04-13;1735;14
2020-04-13;1740;31
2020-04-13;1742;22
2020-04-13;1771;23
2020-04-13;1773;9
2020-04-13;1774;17
2020-04-13;1783;41
2020-04-13;1842;3
2020-04-13;1859;3
2020-04-13;1876;5
2020-04-13;1883;91
2020-04-13;1884;6
2020-04-13;1891;2
2020-04-13;1892;17
2020-04-13;1894;133
2020-04-13;1895;2
2020-04-13;1896;31
2020-04-13;1900;16
2020-04-13;1901;7
2020-04-13;1903;46
2020-04-13;1904;26
2020-04-13;1911;26
2020-04-13;1916;17
2020-04-13;1924;46
2020-04-13;1926;19
2020-04-13;1930;32
2020-04-13;1931;38
2020-04-13;1940;13
2020-04-13;1942;21
2020-04-13;1945;29
2020-04-13;1948;166
2020-04-13;1949;7
2020-04-13;1950;5
2020-04-13;1952;6
2020-04-13;1954;36
2020-04-13;1955;8
2020-04-13;1959;25
2020-04-13;1960;32
2020-04-13;1961;20
2020-04-13;1963;64
2020-04-13;1966;7
2020-04-13;1969;14
2020-04-13;1970;5
2020-04-13;1978;16
2020-04-14;3;2
2020-04-14;10;5
2020-04-14;14;16
2020-04-14;34;95
2020-04-14;37;2
2020-04-14;47;2
2020-04-14;50;8
2020-04-14;72;3
2020-04-14;74;12
2020-04-14;80;31
2020-04-14;85;1
2020-04-14;86;5
2020-04-14;90;7
2020-04-14;98;2
2020-04-14;106;10
2020-04-14;109;9
2020-04-14;114;13
2020-04-14;118;10
2020-04-14;119;5
2020-04-14;141;18
2020-04-14;147;13
2020-04-14;148;15
2020-04-14;150;37
2020-04-14;153;47
2020-04-14;158;13
2020-04-14;160;20
2020-04-14;163;7
2020-04-14;164;16
2020-04-14;166;51
2020-04-14;168;6
2020-04-14;171;9
2020-04-14;173;14
2020-04-14;175;7
2020-04-14;177;20
2020-04-14;180;7
2020-04-14;183;10
2020-04-14;184;19
2020-04-14;189;4
2020-04-14;193;50
2020-04-14;197;2
2020-04-14;200;38
2020-04-14;202;53
2020-04-14;203;12
2020-04-14;209;18
2020-04-14;213;9
2020-04-14;214;7
2020-04-14;216;20
2020-04-14;221;5
2020-04-14;222;11
2020-04-14;225;19
2020-04-14;226;10
2020-04-14;228;49
2020-04-14;230;12
2020-04-14;232;22
2020-04-14;233;18
2020-04-14;243;15
2020-04-14;244;10
2020-04-14;246;26
2020-04-14;252;16
2020-04-14;262;10
2020-04-14;263;15
2020-04-14;267;21
2020-04-14;268;111
2020-04-14;269;23
2020-04-14;273;3
2020-04-14;274;14
2020-04-14;275;31
2020-04-14;277;1
2020-04-14;279;3
2020-04-14;281;34
2020-04-14;285;10
2020-04-14;289;14
2020-04-14;293;10
2020-04-14;294;3
2020-04-14;296;37
2020-04-14;297;17
2020-04-14;299;39
2020-04-14;301;17
2020-04-14;302;29
2020-04-14;303;21
2020-04-14;307;48
2020-04-14;308;8
2020-04-14;310;19
2020-04-14;312;7
2020-04-14;313;4
2020-04-14;317;1
2020-04-14;321;18
2020-04-14;327;8
2020-04-14;331;17
2020-04-14;335;12
2020-04-14;339;4
2020-04-14;340;4
2020-04-14;342;20
2020-04-14;344;163
2020-04-14;345;32
2020-04-14;351;8
2020-04-14;352;8
2020-04-14;353;31
2020-04-14;355;29
2020-04-14;356;30
2020-04-14;358;7
2020-04-14;361;47
2020-04-14;362;45
2020-04-14;363;401
2020-04-14;370;4
2020-04-14;373;16
2020-04-14;375;15
2020-04-14;376;5
2020-04-14;377;6
2020-04-14;383;13
2020-04-14;384;5
2020-04-14;385;19
2020-04-14;388;17
2020-04-14;392;52
2020-04-14;394;53
2020-04-14;396;25
2020-04-14;397;9
2020-04-14;398;22
2020-04-14;399;9
2020-04-14;400;8
2020-04-14;402;21
2020-04-14;405;24
2020-04-14;406;18
2020-04-14;415;3
2020-04-14;416;15
2020-04-14;417;8
2020-04-14;420;15
2020-04-14;431;8
2020-04-14;432;1
2020-04-14;437;5
2020-04-14;439;55
2020-04-14;441;16
2020-04-14;448;4
2020-04-14;450;4
2020-04-14;451;12
2020-04-14;453;25
2020-04-14;457;9
2020-04-14;473;10
2020-04-14;479;88
2020-04-14;482;8
2020-04-14;484;49
2020-04-14;489;28
2020-04-14;498;3
2020-04-14;501;11
2020-04-14;502;33
2020-04-14;503;36
2020-04-14;505;61
2020-04-14;512;14
2020-04-14;513;31
2020-04-14;518;212
2020-04-14;523;1
2020-04-14;530;12
2020-04-14;531;5
2020-04-14;532;16
2020-04-14;534;6
2020-04-14;537;18
2020-04-14;542;8
2020-04-14;546;32
2020-04-14;547;9
2020-04-14;553;5
2020-04-14;556;14
2020-04-14;569;7
2020-04-14;575;13
2020-04-14;579;6
2020-04-14;589;21
2020-04-14;590;7
2020-04-14;597;29
2020-04-14;599;298
2020-04-14;603;18
2020-04-14;606;33
2020-04-14;610;7
2020-04-14;613;8
2020-04-14;614;6
2020-04-14;622;29
2020-04-14;626;9
2020-04-14;627;11
2020-04-14;629;7
2020-04-14;632;42
2020-04-14;637;37
2020-04-14;638;2
2020-04-14;642;12
2020-04-14;654;4
2020-04-14;664;10
2020-04-14;668;12
2020-04-14;677;8
2020-04-14;678;2
2020-04-14;687;13
2020-04-14;703;4
2020-04-14;715;19
2020-04-14;716;34
2020-04-14;717;5
2020-04-14;718;8
2020-04-14;736;27
2020-04-14;737;4
2020-04-14;743;12
2020-04-14;744;1
2020-04-14;748;19
2020-04-14;753;31
2020-04-14;755;31
2020-04-14;756;17
2020-04-14;757;17
2020-04-14;758;138
2020-04-14;762;50
2020-04-14;765;4
2020-04-14;766;15
2020-04-14;770;20
2020-04-14;772;137
2020-04-14;777;37
2020-04-14;779;9
2020-04-14;784;17
2020-04-14;785;25
2020-04-14;786;17
2020-04-14;788;15
2020-04-14;794;81
2020-04-14;796;108
2020-04-14;797;36
2020-04-14;798;6
2020-04-14;809;20
2020-04-14;815;9
2020-04-14;820;14
2020-04-14;823;12
2020-04-14;824;16
2020-04-14;826;34
2020-04-14;828;112
2020-04-14;840;7
2020-04-14;845;29
2020-04-14;847;27
2020-04-14;848;27
2020-04-14;851;11
2020-04-14;852;12
2020-04-14;855;159
2020-04-14;856;88
2020-04-14;858;14
2020-04-14;861;25
2020-04-14;865;36
2020-04-14;866;5
2020-04-14;867;23
2020-04-14;873;4
2020-04-14;879;16
2020-04-14;880;16
2020-04-14;882;41
2020-04-14;888;14
2020-04-14;889;20
2020-04-14;893;6
2020-04-14;899;32
2020-04-14;907;14
2020-04-14;917;94
2020-04-14;928;49
2020-04-14;935;135
2020-04-14;938;15
2020-04-14;944;5
2020-04-14;946;28
2020-04-14;957;48
2020-04-14;965;17
2020-04-14;971;36
2020-04-14;981;9
2020-04-14;983;115
2020-04-14;984;35
2020-04-14;986;14
2020-04-14;988;55
2020-04-14;994;14
2020-04-14;995;43
2020-04-14;1507;40
2020-04-14;1509;9
2020-04-14;1525;12
2020-04-14;1581;21
2020-04-14;1586;8
2020-04-14;1598;7
2020-04-14;1621;32
2020-04-14;1640;52
2020-04-14;1641;21
2020-04-14;1652;69
2020-04-14;1655;11
2020-04-14;1658;12
2020-04-14;1659;34
2020-04-14;1667;8
2020-04-14;1669;25
2020-04-14;1674;19
2020-04-14;1676;10
2020-04-14;1680;1
2020-04-14;1681;2
2020-04-14;1684;9
2020-04-14;1685;29
2020-04-14;1690;8
2020-04-14;1695;1
2020-04-14;1696;7
2020-04-14;1699;2
2020-04-14;1700;9
2020-04-14;1701;6
2020-04-14;1702;18
2020-04-14;1705;24
2020-04-14;1706;57
2020-04-14;1708;11
2020-04-14;1709;9
2020-04-14;1711;35
2020-04-14;1714;7
2020-04-14;1719;17
2020-04-14;1721;76
2020-04-14;1723;15
2020-04-14;1724;13
2020-04-14;1728;15
2020-04-14;1729;14
2020-04-14;1730;7
2020-04-14;1731;6
2020-04-14;1734;53
2020-04-14;1735;14
2020-04-14;1740;31
2020-04-14;1742;23
2020-04-14;1771;23
2020-04-14;1773;10
2020-04-14;1774;17
2020-04-14;1783;42
2020-04-14;1842;4
2020-04-14;1859;5
2020-04-14;1876;5
2020-04-14;1883;91
2020-04-14;1884;6
2020-04-14;1891;2
2020-04-14;1892;17
2020-04-14;1894;134
2020-04-14;1895;2
2020-04-14;1896;31
2020-04-14;1900;16
2020-04-14;1901;7
2020-04-14;1903;47
2020-04-14;1904;26
2020-04-14;1911;26
2020-04-14;1916;17
2020-04-14;1924;47
2020-04-14;1926;19
2020-04-14;1930;32
2020-04-14;1931;40
2020-04-14;1940;13
2020-04-14;1942;21
2020-04-14;1945;29
2020-04-14;1948;166
2020-04-14;1949;8
2020-04-14;1950;5
2020-04-14;1952;6
2020-04-14;1954;40
2020-04-14;1955;9
2020-04-14;1959;27
2020-04-14;1960;32
2020-04-14;1961;20
2020-04-14;1963;64
2020-04-14;1966;7
2020-04-14;1969;14
2020-04-14;1970;6
2020-04-14;1978;16
